Izsaukuma laiks,"Pacienta vecums, gadi","Dzimums, 1 - sieviete, 2- vīrietis",Unnamed: 3,NMP pamata diagnoze: G45.9 -1; I64 - 2; I63.9 - 3  ,Nogādāšanas laiks PSKUS,"GKS skala, 1 - nav izvērtēts","FastTest skala: N Negatīvs - 1; P>60 Pozitīvs, lielo asinsvadu oklūzijas iespējamība ≥ 60% - 2; P<15 Pozitīvs, lielo asinsvadu oklūzijas iespējamība <15% - 3; P>30 Pozitīvs, lielo asinsvadu oklūzijas iespējamība ap 30% - 4; nav izvērtēts - 5",Uzņemšanas rezultāts,Pārvests uz,Karte,Personas kods,Iestāšanās diagnoze,Iestāšanās diagnozes nosaukums,Izrakstīšanas diagnoze,Izrakstīšanas diagnozes nosaukums,Iestāšanās laiks,Izrakstīšanas laiks,Izr_dat,Izr_mēn,Izr_gads,Izr_kustība,Izr_kustības nosaukums,Izr_nodaļa,Izr_nodaļas nosaukums,Izr_profils,Izr_profila nosaukums,Pacienta uzvārds
09/08/2024 03:24,79,1,,3,09/08/2024 05:05,1,3,Outpatient,Neurology,K202400322,050845-19227,I63.9,"Cerebral infarction, unspecified",I50.9,"Heart failure, unspecified",2024-08-09 05:08:00,14.08.2024 11:08,14,8,2024,4,Continues treatment,202,Stroke unit,10,Neurology,Andersone
2025-12-21 05:08:00,61,2,?,2,2025-12-21 08:09:00,14,2,Hospitalized,Stroke unit,K202500323,230264-73641,I64,"Stroke, not specified as hemorrhage or infarction",I63.9,"Cerebral infarction, unspecified",2025-12-21 08:18:00,01/01/2026 12:18,1,1,2026,1,Discharged home,202,Stroke unit,30,Internal medicine,Bērziņš
2024-12-13 12:10:00,99,2,,3,13.12.2024 12:38,12,2,Transferred,Stroke unit,K202400324,190425-33689,I63.9,"Cerebral infarction, unspecified",I50.9,"Heart failure, unspecified",13/12/2024 13:03,2024-12-22 09:03:00,22,12,2024,4,Continues treatment,202,Stroke unit,30,Internal medicine,Bērziņš
2025-04-13 18:33:00,58,2,,3,2025-04-13 19:35:00,13,2,Outpatient,Home,K202500325,161067-93817,I63.9,"Cerebral infarction, unspecified",G93.4,"Encephalopathy, unspecified",2025-04-13 20:09:00,2025-04-19 00:09:00,19,4,2025,1,Discharged home,202,Stroke unit,10,Neurology,Ivanovs
2024-10-16 06:15:00,56,2,,3,16/10/2024 07:10,11,2,Transferred,ICU,K202400326,08016881825,I63.9,"Cerebral infarction, unspecified",G93.4,"Encephalopathy, unspecified",16/10/2024 07:34,22.10.2024 21:34,22,10,2024,2,Transferred to another hospital,404,Admission ward,30,Internal medicine,Kļaviņa
2025-08-04 23:37:00,87,2,,3,2025-08-05 01:28:00,10,2,Hospitalized,Stroke unit,K202500327,190938-26877,I63.9,"Cerebral infarction, unspecified",I63.9,"Cerebral infarction, unspecified",05/08/2025 01:47,08.08.2025 05:47,8,8,2025,1,Discharged home,303,ICU,20,Intensīvā terapija,Petrova
2024-09-06 12:48:00,77,1,?,3,2024-09-06 15:08:00,1,2,Hospitalized,Another hospital,K202400328,100823-80568,I63.9,"Cerebral infarction, unspecified",G40.9,"Epilepsy, unspecified",06/09/2024 15:20,2024-09-07 13:20:00,7,9,2024,4,Continues treatment,202,Stroke unit,10,Neurology,Ozoliņa
2024-10-10 10:25:00,80,1,,3,2024-10-10 10:50:00,14,4,Hospitalized,Neurology,K202400329,040344-50789,I63.9,"Cerebral infarction, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",10.10.2024 11:34,2024-10-25 09:34:00, 7,10,2024,1,Discharged home,202,Stroke unit,99,Internal medicine,IVANOVS
2025-07-14 08:06:00,80,2,,3,14/07/2025 09:08,12,3,Died in admission unit,Stroke unit,K202500330,150345-33264,I63.9,"Cerebral infarction, unspecified",K35.8,"Acute appendicitis, other and unspecified",2025-07-14 09:23:00,2025-07-14 20:23:00,14,7,2025,3,Died in hospital,404,Admission ward,30,Internal medicine,Romanovs
24.10.2025 03:45,71,2,,3,2025-10-24 04:32:00,11,2,Hospitalized,Home,K202500331,260854-96462,I63.9,"Cerebral infarction, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",2025-10-24 05:17:00,2025-10-28 13:17:00,28,10,2025,4,Continues treatment,101,Neurology ward,10,Neurology,Balode
2024-02-04 17:03:00,60,2,,3 ,2024-02-04 19:57:00,8,5,Outpatient,ICU,K202400332,191264-81144,I63.9,"Cerebral infarction, unspecified",R56.8,Other and unspecified convulsions,2024-02-04 20:24:00,16.02.2024 10:24,16,2,2024,4,Continues treatment,101,Neurology ward,10,Neurology,Romanovs
2025-04-11 11:39:00,72,1,,3,11/04/2025 14:23,11,1,Transferred,Stroke unit,K202500333,120453-62685,I63.9,"Cerebral infarction, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",11.04.2025 15:06,18.04.2025 03:06,18,4,2025,1,Discharged home,101,Neurology ward,30,Internal medicine,Kļaviņa
12/12/2025 00:24,63,1,,3,2025-12-12 02:23:00,12,2,Hospitalized,Neurology,K202500334,060662-43619,I63.9,"Cerebral infarction, unspecified",G93.4,"Encephalopathy, unspecified",2025-12-12 02:28:00,2025-12-14 21:28:00,14,12,2025,2 ,Discharged home,303,ICU,20,Intensīvā terapija,Pavlovs
25/09/2024 15:59,84,1,,2,2024-09-25 18:54:00,10,1,Hospitalized,Another hospital,K202400335,280640-42873,I64,"Stroke, not specified as hemorrhage or infarction",G45.9,"Transient cerebral ischemic attack, unspecified",2024-09-25 19:20:00,2024-09-30 03:20:00,30,9,2024,4,Continues treatment,202,Stroke unit,10,Neurology,Jansons
23.03.2024 14:16,70,1,,2,23/03/2024 16:50,11,1,Hospitalized,Another hospital,K202400336,041054-39428,I64,"Stroke, not specified as hemorrhage or infarction",G40.9,"Epilepsy, unspecified",23.03.2024 16:54,2024-04-07 14:54:00,7,4,2024,1,Discharged home,202,Stroke unit,10,Neurology,Jansone
08/06/2025 11:38,61,2,?,3,2025-06-08 12:40:00,15,5,Hospitalized,Home,K202500337,121164-37276,I63.9,"Cerebral infarction, unspecified",S72.0,Fracture of neck of femur,2025-06-08 13:07:00,2025-06-11 22:07:00,11,6,2025,1,Discharged home,202,Stroke unit,10,Neurology,Kļaviņa
2025-08-17 11:54:00,67,2,,2,2025-08-17 12:48:00,3,4,Transferred,Home,K202500338,131158-77829,I64,"Stroke, not specified as hemorrhage or infarction",J18.9,"Pneumonia, unspecified organism",17.08.2025 13:21,2025-08-31 04:21:00,31,8,2025,1,Discharged home,101,Neurology ward,30,Internal medicine,Petrovs
21.02.2024 09:52,77,1,,1,21/02/2024 10:12,8,1,Hospitalized,Stroke unit,K202400339,160847-54383,G45.9,"Transient cerebral ischemic attack, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",2024-02-21 10:18:00,2024-02-26 07:18:00,26,2,2024,1,Discharged home,101,Neurology ward,30,Internal medicine,Kļaviņa
2024-02-27 08:22:00,64,2,x,3,2024-02-27 10:42:00,13,3,Transferred,Neurology,K202400340,030660-58492,I63.9,"Cerebral infarction, unspecified",R56.8,Other and unspecified convulsions,27.02.2024 10:55,02/03/2024 15:55,2,3,2024,9,Discharged home,101,Neurology ward,30,Internal medicine,Eglītis
06.10.2024 15:41,61,2,,3 ,2024-10-06 16:41:00,12,4,Died in admission unit,Stroke unit,K202400341,020963-27124,I63.9,"Cerebral infarction, unspecified",G93.4,"Encephalopathy, unspecified",2024-10-06 16:47:00,2024-10-06 21:47:00,6,10,2024,3,Died in hospital,303,ICU,20,Intensīvā terapija,Ivanovs
14.02.2025 04:04,97,2,,3,14/02/2025 04:43,14,5,Transferred,Home,K202500342,250450-21453,I63.9,"Cerebral infarction, unspecified",G45.9,"Transient cerebral ischemic attack, unspecified",2025-02-14 05:28:00,2025-02-16 19:28:00,16,2,2025,1,Discharged home,101,Neurology ward,10,Neurology,Petrova
13/05/2024 09:09,32,1,,2,2024-05-13 09:47:00,8,3,Hospitalized,Another hospital,K202400343,030120-33049,I64,"Stroke, not specified as hemorrhage or infarction",J18.9,"Pneumonia, unspecified organism",2024-05-13 10:14:00,2024-05-26 15:14:00,26,5,2024,4,Continues treatment,202,Stroke unit,10,Neurology,Miezītis
2024-12-16 15:32:00,65,2,,2,2024-12-16 16:31:00,1,3,Hospitalized,Home,K202400344,031159-51733,I64,"Stroke, not specified as hemorrhage or infarction",S72.0,Fracture of neck of femur,2024-12-16 16:38:00,2024-12-18 16:38:00,18,12,2024,4,Continues treatment,303,ICU,20,Intensīvā terapija,Liepiņa
2025-11-08 02:59:00,65,2,,3,2025-11-08 05:00:00,14,3,outpatient,Stroke unit,K202500345,051160-62352,I63.9,"Cerebral infarction, unspecified",I64,"Stroke, not specified as hemorrhage or infarction",2025-11-08 05:32:00,2025-11-09 01:32:00,9,11,2025,4,Continues treatment,303,ICU,20,Intensīvā terapija,Vītola
2024-08-20 18:08:00,75,1,x,2,2024-08-20 18:53:00,15,4,Hospitalized,Neurology,K202400346,210649-50712,I64,"Stroke, not specified as hemorrhage or infarction",I64,"Stroke, not specified as hemorrhage or infarction",2024-08-20 19:00:00,2024-08-31 16:00:00,31,8,2024,4,Continues treatment,202,Stroke unit,10,Neurology,Petrovs
2025-11-24 11:57:00,53,2,,3,2025-11-24 13:39:00,14,5,Hospitalized,Another hospital,K202500347,010872-51085,I63.9,"Cerebral infarction, unspecified",I50.9,"Heart failure, unspecified",2025-11-24 13:54:00,07.12.2025 12:54,7,12,2025,2,Transferred to another hospital,303,ICU,20,Intensīvā terapija,Romanovs
2025-04-21 12:58:00,53,2,,3,2025-04-21 14:25:00,10,2,transferred,Neurology,K202500348,260972-76077,I63.9,"Cerebral infarction, unspecified",N39.0,"Urinary tract infection, site not specified",2025-04-21 14:48:00,04.05.2025 15:48,4,5,2025,2,Transferred to another hospital,202,Stroke unit,10,Neurology,Kļaviņš
2025-10-26 00:22:00,62,1,,2,26.10.2025 03:10,1,1,Hospitalized,Neurology,K202500349,130663-33330,I64,"Stroke, not specified as hemorrhage or infarction",G45.9,"Transient cerebral ischemic attack, unspecified",2025-10-26 03:21:00,2025-10-29 11:21:00,29,10,2025,1,Discharged home,202,Stroke unit,10,Neurology,Bērziņa
2024-04-11 07:52:00,69,1,,3,11.04.2024 10:54,12,3,Hospitalized,Stroke unit,K202400350, 081255-72743 ,I63.9,"Cerebral infarction, unspecified",G93.4,"Encephalopathy, unspecified",2024-04-11 11:22:00,2024-04-17 08:22:00,17,4,2024,1,Discharged home,101,Neurology ward,10,Neurology,
27/04/2024 10:07,76,2,,3,2024-04-27 11:07:00,6,3,Hospitalized,Stroke unit,K202400351,070648-52868,I63.9,"Cerebral infarction, unspecified",R56.8,Other and unspecified convulsions,2024-04-27 11:35:00,2024-05-05 18:35:00,5,5,2024,2,Transferred to another hospital,101,Neurology ward,10,Neurology,Krūmiņš
17/03/2025 19:34,91,1,,3,2025-03-17 20:50:00,14,4,Hospitalized,neurology,K202500352,200734-31660,I63.9,"Cerebral infarction, unspecified",I21.9,"Acute myocardial infarction, unspecified",17.03.2025 21:29,22/03/2025 01:29,22,3,2025,4,Continues treatment,101,Neurology ward,30,Internal medicine,Grīnbergs
2024-10-04 20:26:00,83,2,,1,2024-10-04 22:30:00,1,5,Hospitalized,Neurology,K202400353,060841-11880,G45.9,"Transient cerebral ischemic attack, unspecified",G45.9,"Transient cerebral ischemic attack, unspecified",2024-10-04 23:14:00,2024-10-09 15:14:00,31,10,2024,1,Discharged home,,Stroke unit,10,Neurology,Balode
12.02.2025 23:28,69,2,,2,2025-02-13 00:54:00,12,5,Hospitalized,Home,K202500354,260856-40345,I64,"Stroke, not specified as hemorrhage or infarction",G40.9,"Epilepsy, unspecified",2025-02-13 00:58:00,2025-02-27 04:58:00,27,2,2025,1,Discharged home,202,Stroke unit,30,Internal medicine,Kalniņa
2025-12-21 04:24:00,71,2,,2,2025-12-21 06:32:00,11,5,Hospitalized,Neurology,K202500355,051154-88484,I64,"Stroke, not specified as hemorrhage or infarction",K35.8,"Acute appendicitis, other and unspecified",21/12/2025 06:40,02/01/2026 02:40,2,1,2026,4,Continues treatment,101,Neurology ward,10,Neurology,Balode
02.05.2025 17:35,58,2,,3,2025-05-02 19:28:00,14,3,Hospitalized,Stroke unit,K202500356,270367-34684,I63.9,"Cerebral infarction, unspecified",G40.9,"Epilepsy, unspecified",2025-05-02 20:06:00,2025-05-11 20:06:00,11,5,202X,4,Continues treatment,404,Admission ward,10,Neurology,Grīnbergs
2025-01-04 02:09:00,71,1,,2,2025-01-04 03:58:00,9,4,Hospitalized,Stroke unit,K202500357,110854-56071,I64,"Stroke, not specified as hemorrhage or infarction",I64,"Stroke, not specified as hemorrhage or infarction",2025-01-04 04:43:00,2025-01-13 15:43:00,13,1,2025,2,Transferred to another hospital,404,Admission ward,10,Neurology,Ozols
2024-05-16 21:44:00,68,2,,2,17.05.2024 00:02,8,3,Hospitalized,Neurology,K202400358,060956-70709,I64,"Stroke, not specified as hemorrhage or infarction",I21.9,"Acute myocardial infarction, unspecified",17.05.2024 00:07,2024-05-19 08:07:00,19,5,2024,1,Discharged home,101,Neurology ward,10,Neurology,Kalniņš
2025-07-18 01:14:00,76,1,,3,2025-07-18 01:43:00,5,2,Transferred,Stroke unit,K202500359,240349-89325,I63.9,"Cerebral infarction, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",2025-07-18 02:05:00,2025-07-27 21:05:00,27,7,2025,4,Continues treatment,404,Admission ward,10,Neurology,Jansons
2024-07-19 06:55:00,79,1,,1,2024-07-19 08:00:00,1,4,Hospitalized,Neurology,K202400360,050563-61211,G45.9,"Transient cerebral ischemic attack, unspecified",R56.8,Other and unspecified convulsions,2024-07-19 08:45:00,2024-08-02 16:45:00,2,8,2024,1,Discharged home,202,Stroke unit,10,Neurology,Jansons
2024-07-30 18:11:00,78,1,,3,30.07.2024 18:47,5,3,Hospitalized,Another hospital,K202400361,010746-35245,I63.9,"Cerebral infarction, unspecified",I64,"Stroke, not specified as hemorrhage or infarction",2024-07-30 19:26:00,05.08.2024 17:26,5,8,2024,1,Discharged home,303,ICU,,Intensīvā terapija,Ivanovs
30/07/2024 23:49,91,1,,2,2024-07-31 01:47:00,10,4,Transferred,Neurology,K202400362,191233-83424,I64,"Stroke, not specified as hemorrhage or infarction",I61.9,"Intracerebral hemorrhage, unspecified",2024-07-31 02:07:00,2024-08-06 23:07:00,6,8,2024,4,Continues treatment,202,Stroke unit,30,Internal medicine,Vītola
2025-05-22 13:25:00,70,1,,3,22.05.2025 15:55,8,3,Hospitalized,Neurology,K202500363,181255-82470,I63.9,"Cerebral infarction, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",2025-05-22 16:24:00,2025-05-25 23:24:00,25,5,2025,4,Continues treatment,202,Stroke unit,10,Neurology,Eglītis
2024-04-14 22:20:00,77,2,,3,2024-04-15 00:18:00,1,4,hospitalized,Another hospital,K202400364,210747-74167,I63.9,"Cerebral infarction, unspecified",G51.0,Bell's palsy,2024-04-15 00:21:00,27.04.2024 01:21,27,4,2024,2,Transferred to another hospital,101,Neurology ward,10 ,Internal medicine,Ozols
2025-02-07 15:55:00,80,1,,2,07/02/2025 18:51,11,2,Transferred,Stroke unit,K202500365,070745-81003,I64,"Stroke, not specified as hemorrhage or infarction",G40.9,"Epilepsy, unspecified",2025-02-07 19:32:00,2025-02-19 22:32:00,19,2,2025,2,Transferred to another hospital,303,ICU,20,Intensīvā terapija,Kļaviņa
2025-07-17 04:15:00,66,1,,1,2025-07-17 04:53:00,12,2,Hospitalized,Neurology,K202500366,140859-78673,G45.9,"Transient cerebral ischemic attack, unspecified",G93.4,"Encephalopathy, unspecified",17.07.2025 05:22,2025-07-25 15:22:00,25,7,2025,1,Discharged home,303,ICU,20,Intensīvā terapija,Ozoliņa
05/02/2024 08:30,74,1,,3,2024-02-05 09:04:00,12,1,Hospitalized,,K202400367,090450-58050,I63.9,"Cerebral infarction, unspecified",I63.9,"Cerebral infarction, unspecified",05.02.2024 09:35,2024-02-15 00:35:00,15,2,2024,4,Continues treatment,404,Admission ward,10,Neurology,Eglītis
02/03/2025 22:26,72,2,x,2,2025-03-02 23:31:00,9,1,Transferred,Neurology,K202500368,180553-71636,I64,"Stroke, not specified as hemorrhage or infarction",A41.9,"Sepsis, unspecified organism",2025-03-02 23:48:00,2025-03-15 12:48:00,15,3,2025,2,Transferred to another hospital,303,ICU,,Intensīvā terapija,Petrovs
2024-01-31 04:08:00,73,1,,2,2024-01-31 05:08:00,10,4,Hospitalized,Stroke unit,K202400369,201151-15540,I64,"Stroke, not specified as hemorrhage or infarction",G93.4,"Encephalopathy, unspecified",2024-01-31 05:14:00,2024-02-06 11:14:00,6,2,2024,1,Discharged home,202,Stroke unit,10,Neurology,Petrovs
2025-12-28 18:42:00,61,1,,2,28.12.2025 21:33,13,1,Hospitalized,Stroke unit,K202500370,251164-29289,I64,"Stroke, not specified as hemorrhage or infarction",S72.0,Fracture of neck of femur,2025-12-28 21:59:00,04.01.2026 22:59,4,1,2026,2,Transferred to another hospital,303,ICU,20,Intensīvā terapija,Jansone
27/05/2024 12:09,72,1,,2,27.05.2024 14:05,14,5,Transferred,Neurology,K202400371,070652-50677,I64,"Stroke, not specified as hemorrhage or infarction",I63.9,"Cerebral infarction, unspecified",2024-05-27 14:49:00,2024-05-28 18:49:00,28,5,2024,4,Continues treatment,303,ICU,20,Intensīvā terapija,Eglītis
2025-09-23 04:42:00,78,1,,3,23/09/2025 07:20,10,5,Transferred,Stroke unit,K202500372,030447-90854,I63.9,"Cerebral infarction, unspecified",N39.0,"Urinary tract infection, site not specified",2025-09-23 07:59:00,2025-10-03 00:59:00,3,,2025,9,Continues treatment,202,Stroke unit,10,Neurology,Balode
2024-08-29 04:16:00,90,2,,1,29.08.2024 06:31,11,5,Hospitalized,Neurology,K202400373,191234-78163,G45.9,"Transient cerebral ischemic attack, unspecified",G45.9,"Transient cerebral ischemic attack, unspecified",29/08/2024 06:55,2024-09-05 15:55:00,5,9,2024,2,Transferred to another hospital,202,Stroke unit,10,Neurology,Kļaviņa
28.12.2024 06:01,84,1,,3,28/12/2024 08:37,9,4,Hospitalized,Stroke unit,K202400374,140140-63205,I63.9,"Cerebral infarction, unspecified",G40.9,"Epilepsy, unspecified",2024-12-28 09:12:00,2025-01-01 04:12:00,1,1,2025,2,Transferred to another hospital,404,Admission ward,10,Neurology,Balode
2024-04-30 16:48:00,99,1,?,3,2024-04-30 17:08:00,11,3,Died in admission unit,Home,K202400375,020325-27495,I63.9,"Cerebral infarction, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",30/04/2024 17:20,2024-05-01 04:20:00,1,,2024,3,Died in hospital,404,Admission ward,30,Internal medicine,Avotiņš
2025-02-28 10:09:00,62,1,,3,2025-02-28 11:39:00,1,3,Hospitalized,ICU,K202500376,220663-31339,I63.9,"Cerebral infarction, unspecified",R56.8,Other and unspecified convulsions,2025-02-28 11:50:00,2025-03-02 20:50:00,2,3,2025,2,Transferred to another hospital,101,Neurology ward,30,Internal medicine,Vītola
2025-10-15 18:53:00,83,1,,2,15.10.2025 20:36,11,4,Hospitalized,Neurology,K202500377,120142-30516,I64,"Stroke, not specified as hemorrhage or infarction",K35.8,"Acute appendicitis, other and unspecified",15.10.2025 20:59,2025-10-30 11:59:00,30,10,2025,2,Transferred to another hospital,202,Stroke unit,10,Neurology,Bērziņa
2024-09-24 21:56:00,79,2,,2,2024-09-25 00:18:00,4,5,Hospitalized,Another hospital,K202400378,260607-90593,I64,"Stroke, not specified as hemorrhage or infarction",I63.9,"Cerebral infarction, unspecified",2024-09-25 00:42:00,2024-09-29 15:42:00,29,9,2024,4,Continues treatment,202,Stroke unit,99,Neurology,Kalniņa
26/02/2025 14:59,99,2,x,1,2025-02-26 16:42:00,9,5,outpatient,Home,K202500379,09082649358,G45.9,"Transient cerebral ischemic attack, unspecified",G93.4,"Encephalopathy, unspecified",26/02/2025 16:46,08.03.2025 21:46,8,3,2025,4,Continues treatment,202,Stroke unit,10,Neurology,Vītols
2025-03-21 22:36:00,61,1,,3,22.03.2025 01:22,11,3,Transferred,Another hospital,K202500380,110264-94783,I63.9,"Cerebral infarction, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",22.03.2025 01:38,2025-03-30 16:38:00,30,3,2025,2,Transferred to another hospital,202,Stroke unit,10,Neurology,Siliņš
2024-06-25 20:39:00,61,1,,3,25/06/2024 21:13,15,1,Hospitalized,ICU,K202400381,120263-33120,I63.9,"Cerebral infarction, unspecified",I63.9,"Cerebral infarction, unspecified",2024-06-25 21:33:00,2024-07-07 14:33:00,7,7,2024,1,Discharged home,101,Neurology ward,30,Internal medicine,Eglītis
2025-09-21 17:31:00,64,2,,3 ,2025-09-21 18:37:00,12,4,Hospitalized,Another hospital,K202500382, 110761-94217 ,I64,"Stroke, not specified as hemorrhage or infarction",S72.0,Fracture of neck of femur,21.09.2025 19:19,2025-09-26 23:19:00,26,9,2025,4,Continues treatment,404,Admission ward,30,Internal medicine,Grīnbergs
11/05/2025 04:26,44,1,,3,11.05.2025 07:27,7,5,Hospitalized,Stroke unit,K202500383,110581-64005,I63.9,"Cerebral infarction, unspecified",I63.9,"Cerebral infarction, unspecified",11/05/2025 07:50,2025-05-18 00:50:00,18,5,2025,4,Continues treatment,404,Admission ward,30,Internal medicine,Jansons
2024-11-05 04:47:00,65,1,,2,05.11.2024 06:15,13,3,Transferred,Home,K202400384,220959-48999,I64,"Stroke, not specified as hemorrhage or infarction",I50.9,"Heart failure, unspecified",05/11/2024 06:37,2024-11-17 07:37:00,17,11,2024,4,Continues treatment,303,ICU,20,Intensīvā terapija,Balode
2024-12-26 13:24:00,62,1,,2,2024-12-26 16:07:00,11,1,Hospitalized,Stroke unit,K202400385,190562-34582,I64,"Stroke, not specified as hemorrhage or infarction",J18.9,"Pneumonia, unspecified organism",2024-12-26 16:16:00,2025-01-10 13:16:00,10,1,2025,2,Transferred to another hospital,404,Admission ward,,Neurology,Krūmiņa
2024-10-05 09:41:00,73,1,,3,2024-10-05 12:43:00,3,4,Hospitalized,Another hospital,K202400386,011051-95439,I63.9,"Cerebral infarction, unspecified",G51.0,Bell's palsy,05/10/2024 13:23,2024-10-06 20:23:00,6,10,2024,4,Continues treatment,202,Stroke unit,10,Neurology,Liepiņš
2024-12-19 13:22:00,76,2,,2,2024-12-19 14:44:00,10,1,Transferred,ICU,K202400387,140348-11804,I64,"Stroke, not specified as hemorrhage or infarction",I21.9,"Acute myocardial infarction, unspecified",2024-12-19 14:47:00,2024-12-31 02:47:00,31,12,2024,1,Discharged home,202,Stroke unit,30,Internal medicine,Krūmiņš
2024-07-29 17:21:00,96,2,,3,29/07/2024 18:04,1,3,Hospitalized,Stroke unit,K202400388,280928-90425,I63.9,"Cerebral infarction, unspecified",I63.9,"Cerebral infarction, unspecified",2024-07-29 18:24:00,2024-08-01 08:24:00,1,8,2024,1,Discharged home,202,Stroke unit,10,Neurology,Ozoliņa
03.06.2025 18:07,84,2,,3,2025-06-03 19:27:00,1,2,Hospitalized,Stroke unit,K202500389,080341-63835,I63.9,"Cerebral infarction, unspecified",R56.8,Other and unspecified convulsions,2025-06-03 19:50:00,2025-06-08 23:50:00,8,6,2025,1,Discharged home,202,Stroke unit,10,Neurology,Krūmiņa
16/05/2024 03:27,64,1,,3,2024-05-16 04:08:00,1,3,Outpatient,Stroke unit,K202400390,260460-63976,I63.9,"Cerebral infarction, unspecified",G40.9,"Epilepsy, unspecified",2024-05-16 04:27:00,2024-05-31 04:27:00,31,13,2024,1,Discharged home,101,Neurology ward,10,Neurology,Kļaviņa
2024-10-31 11:33:00,64,2,,3,2024-10-31 13:46:00,11,1,Outpatient,Stroke unit,K202400391,130864-10999,I63.9,"Cerebral infarction, unspecified",E11.9,Type 2 diabetes mellitus without complications,31.10.2024 14:03,2024-11-07 07:03:00,7,11,2024,4,Continues treatment,202,Stroke unit,10,Neurology,Petrovs
25.04.2025 16:03,78,1,?,3,25.04.2025 18:53,12,1,Hospitalized,Home,K202500392,100747-59220,I63.9,"Cerebral infarction, unspecified",E11.9,Type 2 diabetes mellitus without complications,2025-04-25 19:30:00,2025-05-05 14:30:00,5,5,2025,1,Discharged home,101,Neurology ward,10,Neurology,Kļaviņš
2024-12-16 05:29:00,54,1,,2,2024-12-16 08:08:00,8,3,Hospitalized,Stroke unit,K202400393,230470-93394,I64,"Stroke, not specified as hemorrhage or infarction",N39.0,"Urinary tract infection, site not specified",2024-12-16 08:16:00,2024-12-20 11:16:00,,12,2024,1,Discharged home,202,Stroke unit,10,Neurology,Petrova
2024-04-28 01:21:00,95,1,,3,28.04.2024 02:04,13,3,Outpatient,ICU,K202400394,260229-76062,I63.9,"Cerebral infarction, unspecified",R56.8,Other and unspecified convulsions,2024-04-28 02:35:00,2024-05-11 07:35:00,11,5,2024,1,Discharged home,101,Neurology ward,30,Internal medicine,Ozoliņa
2024-03-05 07:01:00,87,1,,3,2024-03-05 08:21:00,1,5,hospitalized,Neurology,K202400395,080937-52158,I63.9,"Cerebral infarction, unspecified",I64,"Stroke, not specified as hemorrhage or infarction",2024-03-05 08:48:00,2024-03-14 07:48:00,14,3,2024,1,Discharged home,101,Neurology ward,30,Internal medicine,Krūmiņš
2024-07-02 03:51:00,65,2,,3,2024-07-02 04:40:00,7,3,Outpatient,Stroke unit,K202400396,170459-35409,I63.9,"Cerebral infarction, unspecified",I50.9,"Heart failure, unspecified",2024-07-02 05:08:00,2024-07-08 01:08:00,8,7,2024,3,Died in hospital,202,Stroke unit,30,Internal medicine,Balode
20.06.2025 07:29,49,2,,2,2025-06-20 09:06:00,3,5,Hospitalized,Another hospital,K202500397,060176-62858,I64,"Stroke, not specified as hemorrhage or infarction",A41.9,"Sepsis, unspecified organism",2025-06-20 09:25:00,29.06.2025 00:25,29,6,2025,1,Discharged home,404,Admission ward,,Internal medicine,Vītola
20/06/2025 11:31,89,1,,3,2025-06-20 12:59:00,12,1,Hospitalized,ICU,K202500398,070436-37385,I63.9,"Cerebral infarction, unspecified",I21.9,"Acute myocardial infarction, unspecified",2025-06-20 13:23:00,28.06.2025 03:23,28,6,2025,1,Discharged home,202,Stroke unit,10,Neurology,Vītols
13/05/2024 03:18,70,1,,3,2024-05-13 04:10:00,1,5,hospitalized,Stroke unit,K202400399,040754-70517,I63.9,"Cerebral infarction, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",2024-05-13 04:38:00,2024-05-15 03:38:00,15,5,2024,4,Continues treatment,404,Admission ward,30,Internal medicine,Ivanovs
2025-02-17 02:15:00,88,1,,3,17.02.2025 04:19,14,4,Hospitalized,Stroke unit,K202500400,101037-24267,I63.9,"Cerebral infarction, unspecified",G40.9,"Epilepsy, unspecified",17/02/2025 04:22,2025-02-18 17:22:00,18,2,2025,1,Discharged home,202,Stroke unit,10,Neurology,Bērziņa
2025-03-04 02:14:00,51,2,,3,04.03.2025 02:42,11,4,Hospitalized,Stroke unit,K202500401,240274-26880,I63.9,"Cerebral infarction, unspecified",G51.0,Bell's palsy,04.03.2025 03:08,13.03.2025 17:08,13,3,2025,3,Died in hospital,303,ICU,20,Intensīvā terapija,Liepiņš
2025-01-04 22:53:00,64,2,,1,05.01.2025 01:01,11,2,Hospitalized,Neurology,K202500402,021261-25181,G45.9,"Transient cerebral ischemic attack, unspecified",G40.9,"Epilepsy, unspecified",2025-01-05 01:36:00,2025-01-17 08:36:00,17,1,2025,2,Transferred to another hospital,101,Neurology ward,10,Neurology,Balodis
27/01/2024 07:02,72,1,,3,27.01.2024 09:44,12,4,Hospitalized,Stroke unit,K202400403,191252-91759,I63.9,"Cerebral infarction, unspecified",I50.9,"Heart failure, unspecified",2024-01-27 10:24:00,06.02.2024 09:24,6,2,2024,3,Died in hospital,202,Stroke unit,10,Neurology,Andersone
